event_name,venue_name,event_date,category_name,price,remaining_tickets,ticket_active,seansID,scrape_time
Koray Avcı Konseri,Jolly Joker Kartal İstMarina,2025-07-19T18:00:00+00:00,Bistro A - Bir Alana Bir Bedava,5016.0,198,True,138682,2025-06-01 17:46:02
Koray Avcı Konseri,Jolly Joker Kartal İstMarina,2025-07-19T18:00:00+00:00,Sahne Önü  ,1710.0,200,True,138682,2025-06-01 17:46:02
Koray Avcı Konseri,Jolly Joker Kartal İstMarina,2025-07-19T18:00:00+00:00,Sahne Önü (VIP) - İkramlı - 3 Kişilik,19000.0,3,True,138682,2025-06-01 17:46:02
Koray Avcı Konseri,Jolly Joker Kartal İstMarina,2025-07-19T18:00:00+00:00,Sahne Önü (VIP) - İkramlı - 4 Kişilik,20500.0,3,True,138682,2025-06-01 17:46:02
Koray Avcı Konseri,Jolly Joker Kartal İstMarina,2025-07-19T18:00:00+00:00,Loca - İkramlı - 3 Kişilik,15000.0,3,True,138682,2025-06-01 17:46:02
Koray Avcı Konseri,Jolly Joker Kartal İstMarina,2025-07-19T18:00:00+00:00,Loca - İkramlı - 4 Kişilik,16500.0,3,True,138682,2025-06-01 17:46:02
Koray Avcı Konseri,Jolly Joker Atakent Tema,2025-07-18T18:00:00+00:00,Ayakta - Bir Alana Bir Bedava,2052.0,198,True,141537,2025-06-01 17:46:03
Koray Avcı Konseri,Jolly Joker Atakent Tema,2025-07-18T18:00:00+00:00,Bistro A - Bir Alana Bir Bedava,4560.0,100,True,141537,2025-06-01 17:46:03
Koray Avcı Konseri,Jolly Joker Atakent Tema,2025-07-18T18:00:00+00:00,Sahne Önü - Bir Alana Bir Bedava,6840.0,100,True,141537,2025-06-01 17:46:03
Koray Avcı Konseri,Jolly Joker Atakent Tema,2025-07-18T18:00:00+00:00,Sahne Önü (VIP) - İkramlı - 4 Kişilik,15500.0,10,True,141537,2025-06-01 17:46:03
Drakula,Zorlu PSM - Turkcell Sahnesi,2025-06-17T17:30:00+00:00,Orkestra Orta-VIP,2090.0,2,True,138676,2025-06-01 17:46:03
Drakula,Zorlu PSM - Turkcell Sahnesi,2025-06-17T17:30:00+00:00,Orkestra Çift-1.Kategori,1760.0,12,True,138676,2025-06-01 17:46:03
Drakula,Zorlu PSM - Turkcell Sahnesi,2025-06-17T17:30:00+00:00,Orkestra Çift-1.Kategori,1760.0,41,True,138676,2025-06-01 17:46:03
Drakula,Zorlu PSM - Turkcell Sahnesi,2025-06-17T17:30:00+00:00,Orkestra Çift-2.Kategori,1540.0,26,True,138676,2025-06-01 17:46:03
Drakula,Zorlu PSM - Turkcell Sahnesi,2025-06-17T17:30:00+00:00,2.Balkon Çift-3.Kategori,1320.0,31,True,138676,2025-06-01 17:46:03
Drakula,Zorlu PSM - Turkcell Sahnesi,2025-06-17T17:30:00+00:00,2.Balkon Çift-4.Kategori,1100.0,39,True,138676,2025-06-01 17:46:03
Drakula,Zorlu PSM - Turkcell Sahnesi,2025-06-17T17:30:00+00:00,Orkestra Çift-VIP,2090.0,11,True,138676,2025-06-01 17:46:03
Yetenek Sizsiniz Sezon Açılışı,Rauf Denktaş Kültür Merkezi (RDKM),2025-06-03T11:00:00+00:00,Genel Satış - Bir Alana Bir Bedava Bilet,350.0,168,True,140083,2025-06-01 17:46:03
Yetenek Sizsiniz Sezon Açılışı,Rauf Denktaş Kültür Merkezi (RDKM),2025-06-03T15:00:00+00:00,Genel Satış - Bir Alana Bir Bedava Bilet,350.0,116,True,140084,2025-06-01 17:46:03
Yetenek Sizsiniz Sezon Açılışı,Rauf Denktaş Kültür Merkezi (RDKM),2025-06-04T11:00:00+00:00,Genel Satış - Bir Alana Bir Bedava Bilet,350.0,186,True,140085,2025-06-01 17:46:04
Yetenek Sizsiniz Sezon Açılışı,Rauf Denktaş Kültür Merkezi (RDKM),2025-06-04T15:00:00+00:00,Genel Satış - Bir Alana Bir Bedava Bilet,350.0,148,True,140086,2025-06-01 17:46:04
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,1.Avantajlı Dönem - Genel Giriş Bileti,500.0,197,True,129653,2025-06-01 17:46:04
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,1.Avantajlı Dönem - Sahne Önü Bileti,750.0,200,True,129653,2025-06-01 17:46:04
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,1.Avantajlı Dönem - Sahne Önü - Çift Kişilik Bilet,1400.0,94,True,129653,2025-06-01 17:46:04
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,1.Avantajlı Dönem - Genel Giriş - Çift Kişilik Bilet,900.0,96,True,129653,2025-06-01 17:46:04
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,1. Kategori - Balkon Sağ 1. Bistro (4 Kişilik),5000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,1. Kategori - Balkon Sağ 2. Bistro (4 Kişilik),5000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,2. Kategori - Balkon Sağ 3. Bistro (4 Kişilik),4000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,2. Kategori - Balkon Sağ 4. Bistro (4 Kişilik),4000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,2. Kategori - Balkon Sağ 5. Bistro (4 Kişilik),4000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,2. Kategori - Balkon Sağ 6. Bistro (4 Kişilik),4000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,3. Kategori - Balkon Sağ 7. Bistro (4 Kişilik),3000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,3. Kategori - Balkon Sağ 8. Bistro (4 Kişilik),3000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,3. Kategori - Balkon Sağ 9. Bistro (4 Kişilik),3000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,3. Kategori - Balkon Sağ 10. Bistro (4 Kişilik),3000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,3. Kategori - Balkon Sağ 11. Bistro (4 Kişilik),3000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,3. Kategori - Balkon Sağ 12. Bistro (4 Kişilik),3000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,3. Kategori - Balkon Sağ 13. Bistro (4 Kişilik),3000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,3. Kategori - Balkon Sağ 14. Bistro (4 Kişilik),3000.0,4,True,129663,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,1. Avantajlı Dönem - 1. Kategori - Tribün Koltuk,1000.0,11,True,129675,2025-06-01 17:46:05
Sena Şener Konseri,IF Performance Hall Beşiktaş,2025-06-20T18:30:00+00:00,1. Avantajlı Dönem - 2. Kategori - Tribün Koltuk,750.0,15,True,129675,2025-06-01 17:46:05
Sena Şener Konseri,Dorock XL Kadıköy,2025-06-15T18:30:00+00:00,Avantajlı Erken Dönem - Genel Giriş Bileti,199.0,26,True,139855,2025-06-01 17:46:05
Kalben Konseri,Dorock XL Kadıköy,2025-06-29T18:30:00+00:00,Avantajlı Erken Dönem - Genel Giriş Bileti,299.0,74,True,140852,2025-06-01 17:46:05
Kalben Konseri,IF Performance Hall Beşiktaş,2025-06-28T18:30:00+00:00,1.Avantajlı Dönem-Genel Giriş,400.0,94,True,140904,2025-06-01 17:46:06
Kalben Konseri,IF Performance Hall Beşiktaş,2025-06-28T18:30:00+00:00,1.Avantajlı Dönem - Çift Kişilik Bilet  ,700.0,78,True,140904,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,İnal Aydınoğlu Kültür Merkezi Şener Şen Sahnesi,2025-06-19T17:00:00+00:00,1.Kategori,737.0,124,True,125593,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,İnal Aydınoğlu Kültür Merkezi Şener Şen Sahnesi,2025-06-19T17:00:00+00:00,2.Kategori,684.0,260,True,125593,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,İnal Aydınoğlu Kültür Merkezi Şener Şen Sahnesi,2025-06-19T17:00:00+00:00,3.Kategori,632.0,100,True,125593,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,Trump Sahne,2025-06-20T17:00:00+00:00,1.Kategori,737.0,12,True,125594,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,Trump Sahne,2025-06-20T17:00:00+00:00,2.Kategori,684.0,72,True,125594,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,Trump Sahne,2025-06-20T17:00:00+00:00,3.Kategori,632.0,80,True,125594,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,Trump Sahne,2025-06-20T17:00:00+00:00,4.Kategori,579.0,70,True,125594,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,Trump Sahne,2025-08-08T17:00:00+00:00,1.Kategori,737.0,32,True,126578,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,Trump Sahne,2025-08-08T17:00:00+00:00,2.Kategori,684.0,58,True,126578,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,Trump Sahne,2025-08-08T17:00:00+00:00,3.Kategori,632.0,36,True,126578,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,Trump Sahne,2025-08-08T17:00:00+00:00,4.Kategori,579.0,26,True,126578,2025-06-01 17:46:06
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,House of Performance - HoP,2025-07-12T16:00:00+00:00,1.Kategori,737.0,100,True,139108,2025-06-01 17:46:07
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,House of Performance - HoP,2025-07-12T16:00:00+00:00,2.Kategori,684.0,111,True,139108,2025-06-01 17:46:07
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,House of Performance - HoP,2025-07-12T16:00:00+00:00,3.Kategori,632.0,125,True,139108,2025-06-01 17:46:07
Benyunusyılmaz - Olay Yeri İnceleme Stand Up,House of Performance - HoP,2025-07-12T16:00:00+00:00,4.Kategori,579.0,66,True,139108,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-C Blok Orta-1. Kategori,2795.0,8,True,141145,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-C Blok Sağ-1. Kategori,2795.0,21,True,141145,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-B Blok-1. Kategori,2795.0,72,True,141145,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-A Blok-2. Kategori,1995.0,70,True,141145,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-K Blok-2. Kategori,1995.0,40,True,141145,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-K Blok-3. Kategori,1795.0,61,True,141145,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-H Blok-3. Kategori,1795.0,38,True,141145,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-H Blok-4. Kategori,1595.0,59,True,141145,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-G Blok-4. Kategori,1595.0,104,True,141145,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-F Blok-5. Kategori,1395.0,43,True,141145,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-F Blok-6. Kategori,995.0,50,True,141145,2025-06-01 17:46:07
Alireza Ghorbani,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-09-22T18:00:00+00:00,1. Avantajlı Dönem-Protokol,3995.0,0,True,141145,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,L Blok-3.Kategori,1430.0,176,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,L Blok-4.Kategori,1210.0,79,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,N Blok-4.Kategori,1210.0,202,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,N Blok-5.Kategori,880.0,71,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,P Blok-5.Kategori,880.0,151,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,P Blok-6.Kategori,660.0,29,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,M Blok-3.Kategori,1430.0,211,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,M Blok-4.Kategori,1210.0,101,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,C Blok Orta-VIP,2420.0,1,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,C Blok Sol-1.Kategori,2090.0,19,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,D Blok-VIP,2420.0,54,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,D Blok-1.Kategori,2090.0,146,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,E Blok-2.Kategori,1815.0,150,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,E Blok-3.Kategori,1430.0,74,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,Protokol,3300.0,26,True,124644,2025-06-01 17:46:07
An Epic Symphony & Adamlar,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-22T18:00:00+00:00,Meet & Greet,8800.0,49,True,140591,2025-06-01 17:46:07
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,L Blok-3.Kategori,2200.0,233,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,L Blok-4.Kategori,1815.0,99,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,N Blok-4.Kategori,1815.0,206,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,N Blok-5.Kategori,1430.0,128,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,P Blok-5.Kategori,1430.0,178,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,P Blok-6.Kategori,990.0,34,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,M Blok-3.Kategori,2200.0,229,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,M Blok-4.Kategori,1815.0,99,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,C Blok Orta-VIP,3850.0,25,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,C Blok Sol-1.Kategori,2970.0,17,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,D Blok-VIP,3850.0,49,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,D Blok-1.Kategori,2970.0,164,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,E Blok-2.Kategori,2640.0,157,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,E Blok-3.Kategori,2200.0,87,True,124648,2025-06-01 17:46:08
An Epic Symphony & Sibel Can,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-20T18:00:00+00:00,Protokol,8250.0,39,True,124648,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,B Blok-1.Kategori,4400.0,5,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,K Blok-2.Kategori,3850.0,32,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,H Blok-3.Kategori,3300.0,19,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,G Blok-4.Kategori,2750.0,6,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,G Blok-5.Kategori,2200.0,0,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,F Blok-6.Kategori,1650.0,0,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,F Blok-7.Kategori,1100.0,0,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,F Blok-8.Kategori,990.0,0,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,F Blok-9.Kategori,880.0,0,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,P Blok-8.Kategori,990.0,0,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,P Blok-7.Kategori,1100.0,0,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,F Blok-5.Kategori,2200.0,0,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-27T18:00:00+00:00,A Blok-1.Kategori,4400.0,23,True,139059,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-28T18:00:00+00:00,B Blok-1.Kategori,4400.0,61,True,139060,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-28T18:00:00+00:00,K Blok-2.Kategori,3850.0,57,True,139060,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-28T18:00:00+00:00,H Blok-3.Kategori,3300.0,58,True,139060,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-28T18:00:00+00:00,G Blok-4.Kategori,2750.0,28,True,139060,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-28T18:00:00+00:00,G Blok-5.Kategori,2200.0,3,True,139060,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-28T18:00:00+00:00,F Blok-6.Kategori,1650.0,0,True,139060,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-28T18:00:00+00:00,F Blok-7.Kategori,1100.0,0,True,139060,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-28T18:00:00+00:00,F Blok-8.Kategori,990.0,0,True,139060,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-28T18:00:00+00:00,F Blok-9.Kategori,880.0,0,True,139060,2025-06-01 17:46:08
  Melike Şahin,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-28T18:00:00+00:00,F Blok-5.Kategori,2200.0,3,True,139060,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,1.Avantajlı Dönem-1.Kategori-C Blok Sol,2350.0,38,True,136277,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,1.Avantajlı Dönem-2.Kategori-E Blok,1700.0,70,True,136277,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,1.Avantajlı Dönem-3.Kategori-E Blok,1360.0,175,True,136277,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,1.Avantajlı Dönem-4.Kategori-M Blok,1200.0,207,True,136277,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,1.Avantajlı Dönem-5.Kategori-N Blok,1020.0,210,True,136277,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,1.Avantajlı Dönem-6.Kategori-P Blok,850.0,215,True,136277,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,1.Avantajlı Dönem-7.Kategori-P Blok,700.0,92,True,136277,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,Protokol,4000.0,31,True,136277,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,1.Avantajlı Dönem-1.Kategori-D Blok,2350.0,57,True,136277,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,1.Avantajlı Dönem-2.Kategori-D Blok,1700.0,123,True,136277,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,1.Avantajlı Dönem-3.Kategori-M Blok,1360.0,134,True,136277,2025-06-01 17:46:08
Zara,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-06-27T18:00:00+00:00,1.Avantajlı Dönem-4.Kategori-N Blok,1200.0,134,True,136277,2025-06-01 17:46:08
An Epic Symphony & Gökhan Türkmen,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-23T18:00:00+00:00,L Blok-3.Kategori,1650.0,222,True,124670,2025-06-01 17:46:09
An Epic Symphony & Gökhan Türkmen,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-23T18:00:00+00:00,L Blok-4.Kategori,1430.0,85,True,124670,2025-06-01 17:46:09
An Epic Symphony & Gökhan Türkmen,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-23T18:00:00+00:00,N Blok-4.Kategori,1430.0,200,True,124670,2025-06-01 17:46:09
An Epic Symphony & Gökhan Türkmen,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-23T18:00:00+00:00,N Blok-5.Kategori,1100.0,117,True,124670,2025-06-01 17:46:09
An Epic Symphony & Gökhan Türkmen,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,2025-07-23T18:00:00+00:00,P Blok-5.Kategori,1100.0,185,True,124670,2025-06-01 17:46:09
